Date,Open,High,Low,Close,Volume,Adj Close
19/05/2016,50.299999,51.830002,49.709999,50.509998,1747400,50.509998
20/05/2016,50.650002,52.959999,49.360001,52.849998,2202400,52.849998
23/05/2016,52.990002,54.459999,52.689999,53.709999,2740900,53.709999
24/05/2016,53.98,55.040001,53.700001,54.34,1927900,54.34
25/05/2016,54.939999,55.099998,54.029999,54.360001,1739000,54.360001
26/05/2016,54.619999,55.209999,53.75,54.93,3170900,54.93
27/05/2016,52,56.990002,52,56.34,6026400,56.34
31/05/2016,56,57.82,55.810001,57.450001,3411400,57.450001
1/06/2016,57.009998,58.380001,56.68,58.240002,2458900,58.240002
2/06/2016,58.040001,59.119999,57.639999,58.470001,2519800,58.470001
3/06/2016,58.200001,58.200001,56.82,57.799999,2181600,57.799999
6/06/2016,58.040001,59.299999,57.380001,59.130001,1294800,59.130001
7/06/2016,58.860001,59.779999,58.849998,59.599998,1773700,59.599998
8/06/2016,59.68,60,59.279999,59.549999,1723500,59.549999
9/06/2016,58.950001,60,58.560001,59.009998,2344100,59.009998
10/06/2016,58.07,58.279999,55.950001,56.150002,2280500,56.150002
13/06/2016,55.66,57.400002,55.259998,56.310001,1533300,56.310001
14/06/2016,55.580002,56.880001,55.5,56.639999,1572700,56.639999
15/06/2016,56.799999,58.900002,56.650002,57.91,2255900,57.91
16/06/2016,56.98,58.130001,56.490002,58.009998,1263500,58.009998
17/06/2016,58,58.369999,57.509998,57.939999,1414200,57.939999
20/06/2016,58.509998,59.939999,58.41,58.880001,1519800,58.880001
21/06/2016,59.240002,59.970001,59.009998,59.560001,1528500,59.560001
22/06/2016,59.139999,59.580002,58.119999,58.200001,1320900,58.200001
23/06/2016,58.5,60,57.91,59.98,1502400,59.98
24/06/2016,56.290001,57.189999,54.459999,54.82,2819000,54.82
27/06/2016,54.310001,54.360001,50.599998,50.970001,2712500,50.970001
28/06/2016,52.330002,54.060001,51.880001,53.34,4238500,53.34
29/06/2016,54.299999,55.790001,53.880001,55.310001,1569400,55.310001
30/06/2016,55.130001,55.369999,53.310001,54.18,1700500,54.18
1/07/2016,54.189999,55.150002,53.900002,54.560001,1125800,54.560001
5/07/2016,54.259998,54.5,52.849998,53.75,1305100,53.75
6/07/2016,53.139999,54.23,52.970001,54,1587900,54
7/07/2016,54.540001,55.380001,54.330002,54.869999,1246000,54.869999
8/07/2016,55.23,57.02,54.970001,56.630001,1353600,56.630001
11/07/2016,57.16,57.810001,56.82,57.360001,1202000,57.360001
12/07/2016,56.950001,59.16,56.689999,59,1758400,59
13/07/2016,59.32,59.700001,58.16,58.32,1224800,58.32
14/07/2016,59,59.200001,58.330002,58.439999,1021000,58.439999
15/07/2016,58.389999,58.889999,57.029999,58.709999,1124800,58.709999
18/07/2016,58.790001,59.650002,58,58.040001,1295200,58.040001
19/07/2016,58.209999,58.639999,57.77,58.139999,1035400,58.139999
20/07/2016,57.470001,60.080002,57.169998,59.490002,1771700,59.490002
21/07/2016,59.490002,60.540001,58.099998,58.32,1088400,58.32
22/07/2016,58.43,59.490002,57.880001,59.400002,1061300,59.400002
25/07/2016,59.459999,60.200001,58.619999,59.82,1103200,59.82
26/07/2016,59.52,60.400002,59.220001,59.689999,1273100,59.689999
27/07/2016,60.139999,60.25,59.130001,59.5,944700,59.5
28/07/2016,60.869999,62.209999,59.790001,62.119999,1828400,62.119999
29/07/2016,61.720001,62.630001,60.310001,62.540001,1691700,62.540001
1/08/2016,62.34,62.990002,61.700001,62.040001,1331900,62.040001
2/08/2016,62.02,62.18,59.299999,60,1976600,60
3/08/2016,59.650002,60.419998,58.52,60.09,1760000,60.09
4/08/2016,60.209999,60.669998,59.43,59.849998,1107500,59.849998
5/08/2016,59.84,60.43,59.68,60.139999,1170400,60.139999
8/08/2016,61.240002,62.41,61,61.34,1586300,61.34
9/08/2016,61.169998,62.75,60.93,62.57,1174700,62.57
10/08/2016,62.540001,63.48,61.68,62.169998,960600,62.169998
11/08/2016,62.27,63.900002,62.27,63.450001,1277700,63.450001
12/08/2016,63.52,64.410004,62.959999,64.230003,1313600,64.230003
15/08/2016,64.379997,65.75,64.120003,64.910004,1622300,64.910004
16/08/2016,64.650002,64.769997,63.549999,63.779999,1261500,63.779999
17/08/2016,64,64.150002,62.57,63.119999,1564000,63.119999
18/08/2016,63.299999,64.220001,62.68,63.830002,1126800,63.830002
19/08/2016,64.059998,65,63.52,64.790001,1280100,64.790001
22/08/2016,64.769997,64.769997,63.639999,63.860001,1163100,63.860001
23/08/2016,64.440002,65.330002,64.300003,64.849998,1930900,64.849998
24/08/2016,64.849998,65.080002,63.919998,64.230003,1159700,64.230003
25/08/2016,64.339996,65.419998,63.98,65.099998,2387300,65.099998
26/08/2016,61,61.880001,57.580002,58.52,10825300,58.52
29/08/2016,58.880001,60.57,58.689999,59.75,3186800,59.75
30/08/2016,59.77,60.23,58.16,58.77,1899000,58.77
31/08/2016,58.610001,58.959999,57.810001,58.240002,1838200,58.240002
1/09/2016,57.860001,58.290001,57.389999,58.189999,1680500,58.189999
2/09/2016,58.5,59.470001,58.099998,59.389999,1994800,59.389999
6/09/2016,59.66,61.389999,59.57,61.049999,2143500,61.049999
7/09/2016,61.040001,61.73,60.84,61.080002,1281400,61.080002
8/09/2016,60.830002,61.130001,60.41,60.919998,798900,60.919998
9/09/2016,60.200001,61.150002,59.299999,59.639999,1215600,59.639999
12/09/2016,58.959999,60.330002,58.009998,60.18,1097900,60.18
13/09/2016,59.279999,59.759998,57.77,58.189999,1865500,58.189999
14/09/2016,58.099998,59.189999,57.919998,58.77,996700,58.77
15/09/2016,58.77,59.490002,58.330002,59.360001,900700,59.360001
16/09/2016,59.09,59.389999,58.490002,59.060001,1187000,59.060001
19/09/2016,59.5,60.380001,58.59,58.82,812300,58.82
20/09/2016,59.220001,59.610001,58.110001,58.369999,823600,58.369999
21/09/2016,58.34,59.330002,58.119999,59.209999,949800,59.209999
22/09/2016,59.700001,59.75,58.880001,59.130001,1318000,59.130001
23/09/2016,59.25,59.439999,57.84,58.150002,1206500,58.150002
26/09/2016,57.740002,58.299999,57.529999,57.59,944900,57.59
27/09/2016,57.650002,58.73,57.5,58.700001,1463500,58.700001
28/09/2016,58.849998,59.080002,57.709999,59.02,1228600,59.02
29/09/2016,58.900002,59.080002,57.700001,57.73,996000,57.73
30/09/2016,57.75,58.889999,57.41,58.68,1469900,58.68
