Date,Open,High,Low,Close,Volume,Adj Close
12/02/2015,61.790001,62.59,60.529999,61.93,1407400,61.93
13/02/2015,62.290001,65.120003,62,64.18,2603500,64.18
17/02/2015,64.190002,64.190002,62.5,63.830002,1975600,63.830002
18/02/2015,65.400002,66.220001,63.849998,65.900002,1973600,65.900002
19/02/2015,67.050003,68.339996,65.160004,68.059998,2088200,68.059998
20/02/2015,68.290001,68.989998,67.809998,68.940002,2202300,68.940002
23/02/2015,68.860001,69.089996,67.849998,68.599998,1385800,68.599998
24/02/2015,67.25,67.849998,64.690002,66.440002,3583300,66.440002
25/02/2015,65.690002,67.559998,65.43,67.5,1785100,67.5
26/02/2015,68.199997,69.889999,67.879997,69.57,4721700,69.57
27/02/2015,74.839996,74.879997,67.150002,67.25,16870400,67.25
2/03/2015,67,68.389999,65.660004,67.120003,3930700,67.120003
3/03/2015,66.529999,66.849998,65.040001,65.68,2021500,65.68
4/03/2015,65.050003,65.43,61.84,63.669998,3915600,63.669998
5/03/2015,64.010002,64.800003,63.48,64.650002,1676600,64.650002
6/03/2015,64.169998,64.959999,62,62.48,1652500,62.48
9/03/2015,62.529999,62.740002,61.25,61.830002,1625700,61.830002
10/03/2015,60.709999,61.5,60.130001,60.810001,1890800,60.810001
11/03/2015,61.07,62.07,60.290001,60.830002,1835700,60.830002
12/03/2015,60.700001,62.990002,60.549999,62.830002,2034600,62.830002
13/03/2015,62.25,63.169998,61.849998,62.82,2087800,62.82
16/03/2015,62.93,63.209999,60.389999,62.07,1959300,62.07
17/03/2015,61.560001,63,61.529999,62.84,1335100,62.84
18/03/2015,62.290001,64.900002,62.119999,64.330002,2572400,64.330002
19/03/2015,63.849998,64.68,63.139999,63.73,1449100,63.73
20/03/2015,64.080002,64.459999,61.650002,62.119999,1977900,62.119999
23/03/2015,61.91,62.740002,60.619999,60.720001,1642500,60.720001
24/03/2015,60.75,61.720001,60,60.040001,1686800,60.040001
25/03/2015,60.41,60.450001,58.07,58.720001,2097700,58.720001
26/03/2015,58.380001,60.029999,57.650002,59.580002,2004200,59.580002
27/03/2015,59.57,60.59,59,60.400002,1410300,60.400002
30/03/2015,60.470001,61.34,59.66,60.110001,1501100,60.110001
31/03/2015,59.389999,60.389999,58.939999,59.200001,1400000,59.200001
1/04/2015,58.880001,59.110001,57.25,57.82,2005000,57.82
2/04/2015,58.09,59.389999,57.830002,59.23,1138900,59.23
6/04/2015,59.799999,60.959999,59.060001,60.18,1307200,60.18
7/04/2015,61.830002,63.740002,60.91,62.09,3007100,62.09
8/04/2015,62.169998,64.050003,62.130001,63.369999,1729800,63.369999
9/04/2015,63.57,64.050003,62.5,63.790001,1698400,63.790001
10/04/2015,63.959999,64.5,63.110001,63.169998,1158600,63.169998
13/04/2015,63.080002,64.190002,62.41,62.470001,1149800,62.470001
14/04/2015,62.630001,63.150002,60.860001,62.07,1684000,62.07
15/04/2015,61.959999,63.619999,61.959999,63.450001,1461000,63.450001
16/04/2015,63.400002,65.199997,63.110001,64.669998,2292900,64.669998
17/04/2015,63.919998,63.939999,61.23,62.41,2314600,62.41
20/04/2015,63.310001,64.349998,61.900002,63.740002,1518500,63.740002
21/04/2015,63.950001,65.169998,63.950001,64.230003,1388200,64.230003
22/04/2015,64.75,66.050003,64.5,65.919998,1726900,65.919998
23/04/2015,65.720001,68.690002,65.5,67.809998,2557800,67.809998
24/04/2015,68,68.339996,66.57,67.879997,1455200,67.879997
27/04/2015,68.269997,69.650002,67,67.32,1816200,67.32
28/04/2015,67.150002,67.620003,64.889999,66.629997,1372500,66.629997
29/04/2015,66.360001,69,66.010002,67.919998,1753700,67.919998
30/04/2015,67.129997,67.660004,65.349998,66.349998,1793500,66.349998
1/05/2015,66.620003,67.410004,65.519997,66.709999,1507500,66.709999
4/05/2015,66.699997,67.82,66.610001,67.169998,1103100,67.169998
5/05/2015,66.800003,67.379997,65.099998,65.730003,1602300,65.730003
6/05/2015,66,66.650002,64.830002,66.059998,1230400,66.059998
7/05/2015,66,67.379997,65.599998,66.589996,1364400,66.589996
8/05/2015,68.010002,69.900002,67.959999,68.559998,2426500,68.559998
11/05/2015,69,69,67.279999,67.379997,1375500,67.379997
12/05/2015,67.230003,68.300003,66.099998,67.669998,1018700,67.669998
13/05/2015,67.650002,70,67.389999,69.709999,2125600,69.709999
14/05/2015,69.989998,70.620003,68.620003,70.419998,2107600,70.419998
15/05/2015,70.330002,70.970001,69.879997,70.25,1978600,70.25
18/05/2015,68.900002,69,66.699997,67.029999,3912400,67.029999
19/05/2015,67.75,68.470001,67.330002,67.940002,1930100,67.940002
20/05/2015,69.330002,69.68,67.610001,68.019997,2048300,68.019997
21/05/2015,68.389999,69.790001,68.029999,69.349998,1864400,69.349998
22/05/2015,69.290001,69.519997,68.239998,68.940002,1518400,68.940002
26/05/2015,68.459999,69.279999,67.949997,68.300003,2673100,68.300003
27/05/2015,67.510002,69.370003,66.220001,69.360001,2615400,69.360001
28/05/2015,69,71.5,68.290001,71.07,5321300,71.07
29/05/2015,68.639999,69.849998,65.809998,67.620003,13441800,67.620003
1/06/2015,67.07,68,66.18,66.459999,2831000,66.459999
2/06/2015,66.389999,67.43,65.18,66.169998,2122600,66.169998
3/06/2015,67.050003,67.650002,66.07,66.779999,1724700,66.779999
4/06/2015,66.209999,66.730003,64.699997,65.389999,2150000,65.389999
5/06/2015,65.360001,68.989998,65.059998,68.660004,2923900,68.660004
8/06/2015,68.279999,69.400002,67.459999,67.949997,2173300,67.949997
9/06/2015,68.080002,68.169998,66.449997,67.389999,1474900,67.389999
10/06/2015,67.93,69.75,67.720001,69.480003,1553500,69.480003
11/06/2015,69.879997,70,68.669998,69.160004,2097000,69.160004
12/06/2015,67.629997,70.400002,67.599998,68.919998,2462500,68.919998
15/06/2015,68.040001,70.470001,67.599998,70.25,2159300,70.25
16/06/2015,70.089996,70.989998,69.349998,70.580002,1404500,70.580002
17/06/2015,70.709999,72.349998,70.639999,71.540001,2348000,71.540001
18/06/2015,71.870003,73.480003,71.190002,73.07,2486900,73.07
19/06/2015,73.239998,73.419998,72.669998,73.190002,2229800,73.190002
22/06/2015,73.760002,74.129997,72.849998,73.599998,1251500,73.599998
23/06/2015,73.419998,73.830002,72.349998,72.889999,1356700,72.889999
24/06/2015,72.919998,73.040001,70.720001,71.309998,1510300,71.309998
25/06/2015,71.889999,72.610001,71.540001,72.349998,944100,72.349998
26/06/2015,72.290001,72.370003,69.389999,70.379997,2772600,70.379997
29/06/2015,68.660004,70.269997,67.849998,68.059998,1775100,68.059998
30/06/2015,69,69.839996,68.139999,69.620003,1301500,69.620003
1/07/2015,71.410004,71.489998,69.029999,69.470001,999800,69.470001
2/07/2015,69.779999,70.260002,68.599998,69.720001,936900,69.720001
6/07/2015,68.760002,69.43,68.080002,68.57,1184600,68.57
7/07/2015,68.519997,68.68,65.879997,68.330002,2052300,68.330002
8/07/2015,67.269997,68.489998,66.949997,67.349998,1431800,67.349998
9/07/2015,68.400002,70.010002,68.139999,69,1420600,69
10/07/2015,70.870003,72.540001,70.089996,71.839996,1634300,71.839996
13/07/2015,72.519997,72.879997,70.940002,71.169998,1394700,71.169998
14/07/2015,71.410004,72.669998,70.800003,72.220001,1101100,72.220001
15/07/2015,71.699997,72.82,71.269997,71.620003,1119700,71.620003
16/07/2015,71.870003,73.470001,71.5,72.599998,1564500,72.599998
17/07/2015,73.769997,73.800003,71.940002,72.879997,1151500,72.879997
20/07/2015,73.160004,73.940002,72.459999,73.199997,845500,73.199997
21/07/2015,73.129997,73.68,71.82,73.010002,995800,73.010002
22/07/2015,72.440002,74,72.059998,73.269997,962200,73.269997
23/07/2015,73.75,76.290001,73.349998,74.82,1819700,74.82
24/07/2015,75.419998,76.849998,72.900002,73.910004,1691600,73.910004
27/07/2015,72.830002,72.949997,70.209999,70.599998,1517800,70.599998
28/07/2015,71.199997,71.519997,68.830002,70.889999,1695400,70.889999
29/07/2015,67.300003,69.43,67.300003,68.970001,2472300,68.970001
30/07/2015,69.400002,69.68,67.410004,69.25,1190000,69.25
31/07/2015,69.300003,70.809998,68.629997,69.940002,1221700,69.940002
3/08/2015,69.910004,69.989998,67.440002,68.860001,1916800,68.860001
4/08/2015,68.150002,69.389999,67.510002,68.110001,1484600,68.110001
5/08/2015,68.68,70.290001,68.68,69.309998,1288900,69.309998
6/08/2015,69.050003,69.949997,67.120003,68.309998,2456400,68.309998
7/08/2015,68.43,68.449997,66.059998,67.669998,1595100,67.669998
10/08/2015,68.190002,70.300003,67.959999,69.400002,1210400,69.400002
11/08/2015,68.839996,70.68,67.139999,68.010002,1312300,68.010002
12/08/2015,67.529999,68.330002,66.660004,68.029999,1434100,68.029999
13/08/2015,68.129997,69.620003,67.779999,68.970001,831300,68.970001
14/08/2015,68.989998,70,68.059998,69.779999,867900,69.779999
17/08/2015,69.309998,70.760002,68.690002,70.730003,654600,70.730003
18/08/2015,70.669998,71.75,69.589996,69.919998,808100,69.919998
19/08/2015,69.800003,70.190002,68.160004,68.779999,856900,68.779999
20/08/2015,68.150002,69,64.330002,64.389999,1943900,64.389999
21/08/2015,63.34,64.75,61.639999,62.130001,2637900,62.130001
24/08/2015,55.009998,63.389999,55.009998,59.639999,2932000,59.639999
25/08/2015,62.740002,62.990002,59.16,59.16,1704300,59.16
26/08/2015,61.389999,61.790001,58.91,61.48,1549900,61.48
27/08/2015,62.200001,64.889999,60.84,64.239998,3926900,64.239998
28/08/2015,65.779999,66.809998,60.009998,62.779999,6219600,62.779999
31/08/2015,62.209999,63.759998,61.779999,61.970001,2054700,61.970001
1/09/2015,60.209999,61.439999,59.189999,59.59,2462000,59.59
2/09/2015,60.299999,60.599998,55.470001,59.099998,2512600,59.099998
3/09/2015,59.5,61.610001,59.5,59.919998,2313700,59.919998
4/09/2015,58.84,59.509998,58.009998,58.27,1252700,58.27
8/09/2015,59.57,61.080002,58.869999,60.950001,1277900,60.950001
9/09/2015,61.48,61.869999,59.009998,59.18,1598000,59.18
10/09/2015,58.990002,60.709999,58.32,60.060001,1044900,60.060001
11/09/2015,59.48,59.990002,58.5,59.650002,1478400,59.650002
14/09/2015,59.57,59.689999,58.509998,59.349998,926800,59.349998
15/09/2015,59.279999,59.709999,58.400002,59.43,1305900,59.43
16/09/2015,59.32,59.619999,58.549999,59.209999,1023900,59.209999
17/09/2015,59.240002,59.5,58.139999,58.650002,1385200,58.650002
18/09/2015,57.220001,59.880001,57.220001,58.540001,2043000,58.540001
21/09/2015,58.84,61.139999,58.779999,59.509998,1262100,59.509998
22/09/2015,58.779999,58.919998,56.279999,57.630001,1539600,57.630001
23/09/2015,57.34,59.09,57.119999,58.610001,1752200,58.610001
24/09/2015,58.25,58.41,56.349998,57.860001,2100300,57.860001
25/09/2015,58.610001,59.860001,56.799999,57.209999,1582000,57.209999
28/09/2015,56.779999,57,53.639999,54.02,2075300,54.02
29/09/2015,53.869999,54.619999,51.709999,54.439999,2178600,54.439999
30/09/2015,54.73,56.200001,54.369999,55.349998,2060100,55.349998
1/10/2015,55.330002,55.990002,54.099998,55.919998,1465700,55.919998
2/10/2015,55.009998,56.59,54.240002,56.360001,1900200,56.360001
5/10/2015,56.360001,56.360001,53.799999,55.299999,3281600,55.299999
6/10/2015,55.48,56.990002,54.66,55.290001,1856400,55.290001
7/10/2015,55.419998,57.48,54.330002,57.439999,1817400,57.439999
8/10/2015,57.360001,57.360001,54.810001,56.369999,1516700,56.369999
9/10/2015,56.799999,58.299999,56.049999,58.209999,1247500,58.209999
12/10/2015,57.869999,58.049999,56.779999,57.25,1077700,57.25
13/10/2015,56.990002,58.02,55.810001,55.950001,848600,55.950001
14/10/2015,55.799999,56.919998,54.849998,54.959999,1189900,54.959999
15/10/2015,55.139999,56.689999,54.66,56.209999,1652800,56.209999
16/10/2015,56.32,57.77,55.82,57.68,1206200,57.68
19/10/2015,57.619999,60,57.549999,58.790001,1429000,58.790001
20/10/2015,58.869999,59.619999,57.279999,57.759998,1036600,57.759998
21/10/2015,57.84,58.060001,54.860001,54.959999,1644400,54.959999
22/10/2015,55.18,57.82,54.880001,57.060001,1615500,57.060001
23/10/2015,57.060001,57.259998,55.110001,56.25,1818500,56.25
26/10/2015,56.490002,56.529999,54.650002,55.040001,4727200,55.040001
27/10/2015,54.990002,55.029999,53.75,54.639999,1676900,54.639999
28/10/2015,54.98,57.630001,54.080002,57.240002,1678900,57.240002
29/10/2015,57.07,58.34,55.869999,55.98,1176200,55.98
30/10/2015,56.790001,56.810001,55.380001,56.16,1097000,56.16
2/11/2015,56.419998,57.43,56,56.810001,1158000,56.810001
3/11/2015,56.57,57.669998,56.439999,57.139999,1214700,57.139999
4/11/2015,57.169998,58.549999,57.09,57.470001,1667700,57.470001
5/11/2015,57.200001,57.5,55.27,55.349998,1834200,55.349998
6/11/2015,57.700001,61.09,57.310001,60.169998,2678000,60.169998
9/11/2015,60.169998,60.439999,58.169998,59.07,1028100,59.07
10/11/2015,58.59,58.93,56.59,57.669998,1274600,57.669998
11/11/2015,58.040001,58.32,56.240002,57.169998,900800,57.169998
12/11/2015,56.880001,61.380001,56.880001,58.779999,1870500,58.779999
13/11/2015,58.630001,59.599998,57.450001,59,1706200,59
16/11/2015,59.169998,60.419998,58.66,60.029999,1714300,60.029999
17/11/2015,60.450001,61.900002,60.119999,61.220001,1971100,61.220001
18/11/2015,61.259998,62.09,60.799999,61.919998,1742900,61.919998
19/11/2015,62.360001,63.290001,61.540001,62.759998,2967800,62.759998
20/11/2015,64.879997,66.900002,60.150002,60.540001,7407800,60.540001
23/11/2015,60.299999,60.5,58.330002,58.490002,3666800,58.490002
24/11/2015,57.970001,59.84,57.77,59.5,1767700,59.5
25/11/2015,59.099998,59.970001,59.040001,59.139999,1111000,59.139999
27/11/2015,58.93,59.98,58.759998,59.84,681600,59.84
30/11/2015,59.98,60.400002,58.689999,59.5,1440500,59.5
1/12/2015,59.5,60.880001,59.5,60.669998,1588300,60.669998
2/12/2015,60.799999,61.27,59.560001,59.93,1340600,59.93
3/12/2015,60.310001,60.380001,57.709999,58.27,1593800,58.27
4/12/2015,58.630001,59.470001,57.880001,58.700001,1225400,58.700001
7/12/2015,58.689999,58.970001,57.099998,57.799999,1367700,57.799999
8/12/2015,57.040001,58.529999,56.240002,57.970001,1093900,57.970001
9/12/2015,57.77,58.709999,56.419998,56.740002,1170300,56.740002
10/12/2015,56.73,57.380001,55.799999,56.82,1297500,56.82
11/12/2015,55.52,56.439999,52.580002,53.220001,3992900,53.220001
14/12/2015,52.75,54.380001,51.619999,52.400002,1949600,52.400002
15/12/2015,53.119999,54.389999,52.900002,53.830002,2318400,53.830002
16/12/2015,54.110001,55.57,53.779999,55.419998,1607000,55.419998
17/12/2015,55.470001,55.799999,52.900002,54.299999,1721200,54.299999
18/12/2015,54.400002,55.07,53.049999,53.68,3294300,53.68
21/12/2015,53.990002,54.549999,53.5,54.459999,1647700,54.459999
22/12/2015,54.23,54.610001,53.52,54.369999,809800,54.369999
23/12/2015,54.599998,56.669998,53.900002,56.509998,1305600,56.509998
24/12/2015,56.16,57.02,56.119999,56.779999,720500,56.779999
28/12/2015,56.439999,57.990002,56.110001,57.66,2000300,57.66
29/12/2015,58,58.799999,57.59,58.400002,1597900,58.400002
30/12/2015,58.25,59.75,57.830002,58.790001,1827000,58.790001
31/12/2015,58.52,59.860001,58.099998,58.810001,1399900,58.810001
4/01/2016,57.650002,58,56.279999,57.650002,1547600,57.650002
5/01/2016,57.900002,58.669998,56.75,57.200001,1279500,57.200001
6/01/2016,56.130001,56.41,54.16,55.189999,1770100,55.189999
7/01/2016,54,55.279999,52.380001,52.98,2190100,52.98
8/01/2016,52.970001,54.310001,51.880001,52.009998,1870700,52.009998
11/01/2016,52.509998,52.57,50.200001,51.349998,2112400,51.349998
12/01/2016,51.939999,53.18,51.18,52.299999,1382500,52.299999
13/01/2016,52.860001,54.099998,49.830002,50.27,2458500,50.27
14/01/2016,49.84,51.09,48.009998,50.759998,2345100,50.759998
15/01/2016,49.110001,50.48,47.529999,50.48,2925000,50.48
19/01/2016,50.700001,51.639999,47.540001,48.450001,3135700,48.450001
20/01/2016,47.169998,48.450001,44.040001,47.75,4176200,47.75
21/01/2016,48.27,49.939999,46.799999,48.490002,2154100,48.490002
22/01/2016,49.950001,51.990002,49.310001,50.23,1371100,50.23
25/01/2016,50.34,50.810001,48.450001,48.66,1551200,48.66
26/01/2016,48.790001,49.16,47,48.619999,1307200,48.619999
27/01/2016,48.18,48.580002,46.540001,47.07,1928900,47.07
28/01/2016,46.400002,46.459999,43.799999,44.34,2549600,44.34
29/01/2016,44.779999,46.380001,44.700001,46.290001,2059600,46.290001
1/02/2016,46.23,48.34,45.779999,47.900002,1658900,47.900002
2/02/2016,47.360001,47.360001,45.439999,45.810001,1018300,45.810001
3/02/2016,46.720001,47.349998,44.610001,47,1477100,47
4/02/2016,46.869999,48.209999,45.93,47.09,1512800,47.09
5/02/2016,40.790001,41.990002,33.77,36.23,12160100,36.23
8/02/2016,35.139999,35.209999,31.57,31.92,6068100,31.92
9/02/2016,31.41,34.259998,31.01,31.92,4206000,31.92
10/02/2016,32.259998,33.919998,31.360001,31.639999,4380800,31.639999
11/02/2016,31.059999,31.870001,29.85,30.860001,4240500,30.860001
12/02/2016,31.16,32.150002,30.620001,31.32,2122700,31.32
16/02/2016,31.85,32.810001,31.280001,32.240002,1936300,32.240002
17/02/2016,32.599998,34.580002,32.599998,34.52,2438400,34.52
18/02/2016,34.900002,34.900002,33.130001,33.740002,1961700,33.740002
19/02/2016,33.689999,34.919998,33.610001,34.84,3879400,34.84
22/02/2016,35.009998,36.459999,35.009998,35.919998,2104800,35.919998
23/02/2016,36,36.279999,35.02,35.240002,2115300,35.240002
24/02/2016,34.77,36.689999,33.77,36.580002,2416500,36.580002
25/02/2016,37.599998,39.330002,36.66,38.529999,4700900,38.529999
26/02/2016,44.099998,44.84,40.779999,41.509998,8531400,41.509998
29/02/2016,41.48,44.630001,41.389999,43.599998,4694200,43.599998
1/03/2016,44.27,46.09,43.790001,45.990002,3834800,45.990002
2/03/2016,46.02,46.200001,44.099998,44.970001,2693300,44.970001
3/03/2016,45.009998,46.32,44.16,46.139999,1525700,46.139999
4/03/2016,46.860001,47.860001,46.139999,46.25,2138700,46.25
7/03/2016,45.950001,47.619999,45.619999,46.689999,1693300,46.689999
8/03/2016,46.220001,46.799999,45.240002,45.34,1568600,45.34
9/03/2016,45.720001,47.029999,45.439999,46.830002,1476600,46.830002
10/03/2016,47.200001,47.299999,45.09,46.099998,1370600,46.099998
11/03/2016,46.41,48.02,46.259998,47.950001,1199800,47.950001
14/03/2016,47.330002,47.610001,46.869999,47.139999,1829600,47.139999
15/03/2016,46.700001,47.139999,45.560001,46.119999,1772800,46.119999
16/03/2016,45.880001,47.869999,45.73,47.830002,1435000,47.830002
17/03/2016,47.5,48.209999,46.459999,47.27,1566100,47.27
18/03/2016,47.59,49.209999,47.450001,47.759998,2545300,47.759998
21/03/2016,47.669998,48.299999,47.18,47.580002,1266100,47.580002
22/03/2016,47.439999,49.369999,47.139999,48.299999,1681700,48.299999
23/03/2016,48.150002,48.380001,47,47.130001,1358300,47.130001
24/03/2016,46.810001,47.77,45.799999,47.77,1140100,47.77
28/03/2016,47.32,47.75,46.610001,46.950001,798000,46.950001
29/03/2016,46.849998,48.950001,46.279999,48.91,1564900,48.91
30/03/2016,48.900002,49.689999,48.459999,48.599998,962000,48.599998
31/03/2016,48.240002,49.549999,48.220001,48.93,1389100,48.93
1/04/2016,48.560001,49.77,47.610001,49.459999,1344900,49.459999
4/04/2016,49.27,50.029999,49.009998,49.330002,1283400,49.330002
5/04/2016,48.209999,49.009998,47.75,48.02,907300,48.02
6/04/2016,48.209999,49.509998,47.59,49.509998,1213200,49.509998
7/04/2016,48.880001,49.259998,48.23,48.389999,1370100,48.389999
8/04/2016,49.189999,49.709999,48.41,49.490002,1869700,49.490002
11/04/2016,49.349998,49.939999,48.68,48.73,1256900,48.73
12/04/2016,48.709999,48.73,47.02,47.790001,1266800,47.790001
13/04/2016,48.25,49.779999,48.099998,49.59,948400,49.59
14/04/2016,49.369999,49.889999,48.84,49.419998,550400,49.419998
15/04/2016,49.369999,50,48.98,49.869999,716600,49.869999
18/04/2016,49.799999,50.610001,49.349998,49.66,1277800,49.66
19/04/2016,49.91,49.990002,48.02,48.73,955800,48.73
20/04/2016,48.869999,50.419998,48.470001,49.709999,1495800,49.709999
21/04/2016,50.91,52.889999,50.810001,51.57,1724900,51.57
22/04/2016,51.299999,52,50.509998,51.810001,1268000,51.810001
25/04/2016,51.77,52.599998,51.619999,51.810001,1262000,51.810001
26/04/2016,52.009998,52.419998,51.220001,51.650002,616300,51.650002
27/04/2016,51.380001,53.34,51.380001,53.029999,1289500,53.029999
28/04/2016,52.790001,53.98,52.259998,52.41,1603800,52.41
29/04/2016,52.34,52.639999,51.290001,51.98,2444400,51.98
2/05/2016,52.34,52.880001,51.560001,52.709999,1297100,52.709999
3/05/2016,51.889999,52.5,50.259998,51.009998,1598800,51.009998
4/05/2016,50.669998,50.880001,48.220001,48.869999,2747700,48.869999
5/05/2016,49.119999,49.32,47.43,47.740002,2153100,47.740002
6/05/2016,46.790001,47.91,45.07,46.810001,2635200,46.810001
9/05/2016,46.669998,47.599998,46.200001,47.150002,1105700,47.150002
10/05/2016,47.220001,48.5,46.82,48.450001,861800,48.450001
11/05/2016,48.150002,49.060001,48,48.18,707000,48.18
12/05/2016,48.630001,48.630001,46.369999,47.040001,2025500,47.040001
13/05/2016,46.82,47.360001,46.439999,46.599998,1732500,46.599998
16/05/2016,46.849998,48.400002,46.580002,47.919998,1182600,47.919998
17/05/2016,47.82,49.709999,47.560001,48.950001,1745900,48.950001
18/05/2016,48.599998,50.540001,48.5,50.209999,2147400,50.209999
